Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spent,Total_Purchases,Online_Ratio,Store_Ratio,Customer_Tenure_Days,Total_Accepted_Campaigns,Campaign_Response_Flag,Cluster_KMeans,Conversion_Level
Graduation,Married,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,56,1,359,25,0.9615384615384616,0.0,4466.0,0,0,0,Baixa Conversão
2n Cycle,Married,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,62,0,576,18,0.42105263157894735,0.42105263157894735,4923.0,0,0,1,Alta Conversão
PhD,Single,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,57,2,88,11,0.25,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,46,1,63,6,0.42857142857142855,0.2857142857142857,3954.0,0,0,0,Baixa Conversão
Master,Single,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,41,1,27,4,0.2,0.4,4829.0,1,1,0,Baixa Conversão
Graduation,Married,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,41,1,193,11,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Divorced,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,1,101,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,74,0,2211,21,0.5454545454545454,0.4090909090909091,3895.0,2,1,2,Média Conversão
Master,Married,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,63,1,140,8,0.3333333333333333,0.4444444444444444,4317.0,0,0,0,Baixa Conversão
Graduation,Single,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,50,2,415,22,0.391304347826087,0.21739130434782608,4260.0,0,0,1,Alta Conversão
Graduation,Together,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,68,1,22,4,0.0,0.6,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,47,2,263,16,0.29411764705882354,0.29411764705882354,4443.0,0,0,0,Baixa Conversão
Graduation,Married,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,34,0,393,12,0.6153846153846154,0.23076923076923078,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,39,1,147,10,0.2727272727272727,0.36363636363636365,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,69,1,443,16,0.35294117647058826,0.47058823529411764,4413.766375545852,0,0,1,Alta Conversão
PhD,Divorced,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,62,0,1958,19,0.5,0.4,4413.766375545852,1,1,2,Média Conversão
Master,Married,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,54,1,174,10,0.36363636363636365,0.36363636363636365,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,78,0,2217,27,0.5714285714285714,0.39285714285714285,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,67,1,1691,16,0.5882352941176471,0.29411764705882354,4168.0,2,1,2,Média Conversão
Graduation,Together,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,65,2,25,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,45,0,809,21,0.5909090909090909,0.36363636363636365,4413.766375545852,3,1,2,Média Conversão
Graduation,Married,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,50,0,895,16,0.6470588235294118,0.23529411764705882,4413.766375545852,1,1,2,Média Conversão
PhD,Together,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,50,1,484,18,0.3684210526315789,0.42105263157894735,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,52,1,413,18,0.42105263157894735,0.3157894736842105,4413.766375545852,1,1,0,Baixa Conversão
2n Cycle,Single,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,45,1,331,12,0.38461538461538464,0.46153846153846156,4199.0,0,0,0,Baixa Conversão
Graduation,Single,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,55,1,25,5,0.16666666666666666,0.5,4381.0,0,0,0,Baixa Conversão
PhD,Divorced,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,58,1,13,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,55,1,115,10,0.45454545454545453,0.18181818181818182,4801.0,0,0,0,Baixa Conversão
Graduation,Single,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,59,0,16,4,0.0,0.6,3891.0,0,0,0,Baixa Conversão
Master,Single,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,53,2,92,9,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,48,1,52,7,0.25,0.375,4404.0,0,0,0,Baixa Conversão
Graduation,Married,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,55,1,1464,23,0.5,0.3333333333333333,4413.766375545852,0,0,1,Alta Conversão
Graduation,Divorced,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,61,1,441,17,0.5555555555555556,0.16666666666666666,4413.766375545852,1,1,2,Média Conversão
PhD,Divorced,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,66,1,283,12,0.3076923076923077,0.5384615384615384,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,59,1,747,23,0.4166666666666667,0.4166666666666667,4197.0,0,0,1,Alta Conversão
Graduation,Divorced,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,67,0,1870,17,0.6111111111111112,0.2777777777777778,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,39,1,165,11,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,48,0,1941,24,0.56,0.36,4437.0,3,1,2,Média Conversão
Basic,Married,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,44,0,839,27,0.4642857142857143,0.2857142857142857,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,67,0,1655,25,0.4230769230769231,0.5,4772.0,0,0,1,Alta Conversão
2n Cycle,Married,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,50,2,23,4,0.0,0.6,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,42,0,66,6,0.42857142857142855,0.2857142857142857,4593.0,0,0,0,Baixa Conversão
Graduation,Together,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,58,2,37,8,0.2222222222222222,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,74,2,21,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,53,3,22,4,0.0,0.6,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,47,1,78,9,0.2,0.4,3895.0,0,0,0,Baixa Conversão
Master,Married,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,43,1,79,6,0.2857142857142857,0.42857142857142855,4472.0,0,0,0,Baixa Conversão
Graduation,Married,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,69,2,265,17,0.3333333333333333,0.2777777777777778,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,73,1,1175,19,0.55,0.3,4109.0,0,0,1,Alta Conversão
PhD,Married,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,60,1,1305,28,0.4482758620689655,0.4482758620689655,4413.766375545852,0,0,1,Alta Conversão
Master,Married,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,46,1,46,8,0.2222222222222222,0.4444444444444444,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,60,2,25,4,0.0,0.6,4259.0,0,0,0,Baixa Conversão
Graduation,Divorced,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,72,0,46,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,76,1,874,26,0.5555555555555556,0.25925925925925924,4771.0,1,1,2,Média Conversão
2n Cycle,Together,7500.0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,40,1,100,10,0.2727272727272727,0.2727272727272727,4954.0,0,0,0,Baixa Conversão
PhD,Widow,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,78,1,930,25,0.7307692307692307,0.15384615384615385,4320.0,1,1,2,Média Conversão
Graduation,Married,67225.0,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,70,1,868,23,0.375,0.4583333333333333,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,49,1,45,9,0.3,0.3,4251.0,0,0,0,Baixa Conversão
Graduation,Together,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,50,1,1260,29,0.5666666666666667,0.26666666666666666,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,41,1,414,12,0.6153846153846154,0.23076923076923078,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Together,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,75,1,392,15,0.375,0.4375,4464.0,0,0,0,Baixa Conversão
Graduation,Married,75330.0,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,48,2,1109,29,0.43333333333333335,0.4,4861.0,0,0,1,Alta Conversão
Graduation,Single,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,74,1,639,22,0.34782608695652173,0.43478260869565216,4590.0,0,0,1,Alta Conversão
Graduation,Married,38680.0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,41,1,79,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,43,0,1665,24,0.52,0.4,4382.0,1,1,2,Média Conversão
Graduation,Single,49767.0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,34,0,692,18,0.47368421052631576,0.42105263157894735,4560.0,0,0,1,Alta Conversão
Graduation,Single,83273.0,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,55,3,1392,29,0.3333333333333333,0.3,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,29009.0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,44,1,44,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,46,1,50,6,0.2857142857142857,0.42857142857142855,4584.0,0,0,0,Baixa Conversão
Graduation,Married,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,54,1,467,21,0.3181818181818182,0.2727272727272727,4648.0,0,0,0,Baixa Conversão
Graduation,Single,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,55,1,223,12,0.38461538461538464,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,66,1,158,9,0.4,0.4,3982.0,0,0,0,Baixa Conversão
Graduation,Married,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,52,0,1211,28,0.5172413793103449,0.41379310344827586,4283.0,2,1,2,Média Conversão
Graduation,Single,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,55,1,1575,14,0.4666666666666667,0.3333333333333333,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Married,81044.0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,78,0,1208,22,0.4782608695652174,0.43478260869565216,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,74,2,43,5,0.16666666666666666,0.5,4350.0,0,0,0,Baixa Conversão
Graduation,Single,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,50,2,527,21,0.4090909090909091,0.2727272727272727,4413.766375545852,1,1,2,Média Conversão
Graduation,Widow,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,66,1,932,15,0.5625,0.25,4413.766375545852,0,0,1,Alta Conversão
Master,Single,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,70,2,71,8,0.3333333333333333,0.3333333333333333,4194.0,0,0,0,Baixa Conversão
Graduation,Together,48794.0,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,72,2,54,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,60,0,129,7,0.375,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,52,1,1615,27,0.42857142857142855,0.42857142857142855,4800.0,0,0,1,Alta Conversão
PhD,Divorced,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,49,1,1034,26,0.37037037037037035,0.48148148148148145,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,75,1,1088,25,0.4230769230769231,0.46153846153846156,4475.0,0,0,1,Alta Conversão
Master,Together,52247.25135379061,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,56,2,721,25,0.5384615384615384,0.15384615384615385,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,56,1,137,10,0.36363636363636365,0.2727272727272727,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,52247.25135379061,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,44,1,47,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,43,0,1244,17,0.4444444444444444,0.4444444444444444,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,42554.0,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,47,2,41,7,0.25,0.375,4261.0,0,0,0,Baixa Conversão
Graduation,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,51,1,1174,32,0.45454545454545453,0.36363636363636365,4619.0,0,0,1,Alta Conversão
Graduation,Widow,67046.0,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,74,1,993,15,0.5625,0.25,4444.0,0,0,1,Alta Conversão
Graduation,Married,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,77,0,100,7,0.375,0.375,4436.0,0,0,0,Baixa Conversão
PhD,Married,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,73,1,1680,17,0.6111111111111112,0.2222222222222222,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,31761.0,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,41,1,98,9,0.3,0.4,4107.0,0,0,0,Baixa Conversão
Graduation,Together,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,46,1,48,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,76,1,519,19,0.4,0.4,4468.0,0,0,1,Alta Conversão
Graduation,Married,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,69,1,715,20,0.42857142857142855,0.47619047619047616,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,56,1,37,5,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,38,0,653,20,0.3333333333333333,0.5238095238095238,4322.0,0,0,1,Alta Conversão
Graduation,Married,69520.0,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,42,0,1455,21,0.6818181818181818,0.22727272727272727,4408.0,0,0,1,Alta Conversão
Graduation,Divorced,64713.0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1,55,1,602,19,0.5,0.35,4048.0,0,0,1,Alta Conversão
Master,Married,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,48,1,26,5,0.3333333333333333,0.3333333333333333,4469.0,0,0,0,Baixa Conversão
Basic,Widow,22123.0,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,65,0,102,7,0.375,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,52247.25135379061,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,54,2,97,10,0.2727272727272727,0.2727272727272727,4534.0,0,0,0,Baixa Conversão
Master,Together,52247.25135379061,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,71,1,207,11,0.4166666666666667,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,52,1,176,9,0.3,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,52247.25135379061,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,70,1,450,15,0.4375,0.3125,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,65,1,433,17,0.4444444444444444,0.2777777777777778,4769.0,0,0,0,Baixa Conversão
Graduation,Married,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,37,0,1366,30,0.5161290322580645,0.41935483870967744,4413.766375545852,0,0,1,Alta Conversão
Master,Widow,52247.25135379061,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,0,1,82,0,1564,22,0.43478260869565216,0.4782608695652174,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,56,1,1001,27,0.6071428571428571,0.25,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Married,87000.0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,33,0,961,18,0.5263157894736842,0.3684210526315789,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,79823.0,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,66,1,1518,23,0.625,0.2916666666666667,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,30828.0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,45,1,56,8,0.2222222222222222,0.4444444444444444,4496.0,0,0,0,Baixa Conversão
Master,Married,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,0,54,1,22,4,0.0,0.6,4434.0,0,0,0,Baixa Conversão
Master,Divorced,53367.0,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,0,1,51,2,400,21,0.2727272727272727,0.36363636363636365,4413.766375545852,0,0,1,Alta Conversão
Basic,Together,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,0,0,0,0,0,0,0,56,0,26,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,49,1,350,13,0.35714285714285715,0.5,4195.0,0,0,0,Baixa Conversão
Graduation,Absurd,79244.0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,0,1,32,0,1216,22,0.6086956521739131,0.30434782608695654,4413.766375545852,2,1,2,Média Conversão
Master,Together,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,76,1,874,26,0.5555555555555556,0.25925925925925924,4771.0,1,1,2,Média Conversão
PhD,Married,48699.0,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,75,2,40,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,50,0,1367,19,0.5,0.4,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,69,2,264,15,0.3125,0.3125,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,1,49,1,2053,20,0.38095238095238093,0.47619047619047616,4413.766375545852,2,1,2,Média Conversão
Graduation,Married,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,50,1,1376,10,0.45454545454545453,0.36363636363636365,4413.766375545852,2,1,2,Média Conversão
Master,Married,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0,0,0,0,0,49,2,45,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,76,1,976,27,0.4642857142857143,0.39285714285714285,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Married,14796.0,1,13,3,8,7,4,16,2,1,0,3,9,0,0,0,0,0,0,1,41,1,51,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,78128.0,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,51,1,1264,20,0.5714285714285714,0.2857142857142857,4413.766375545852,2,1,2,Média Conversão
Basic,Married,14188.0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,53,0,75,7,0.25,0.5,4413.766375545852,0,0,0,Baixa Conversão
Basic,Married,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,39,1,57,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,63,1,140,8,0.3333333333333333,0.4444444444444444,4317.0,0,0,0,Baixa Conversão
Graduation,Divorced,72967.0,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,0,1,55,1,497,19,0.45,0.4,4413.766375545852,1,1,2,Média Conversão
Master,Married,48150.0,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,76,1,266,13,0.42857142857142855,0.2857142857142857,4378.0,0,0,0,Baixa Conversão
Graduation,Single,82332.0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0,1,64,0,2006,21,0.36363636363636365,0.5454545454545454,4413.766375545852,1,1,2,Média Conversão
Graduation,Widow,58275.0,48,189,10,253,56,43,64,6,8,2,7,7,0,0,0,0,0,0,0,70,2,615,23,0.4166666666666667,0.2916666666666667,4559.0,0,0,1,Alta Conversão
PhD,Together,44953.0,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,44,0,1021,24,0.4,0.52,4413.766375545852,1,1,2,Média Conversão
Graduation,Together,34587.0,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,72,2,22,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,43018.0,46,35,4,17,7,6,64,1,2,2,2,5,0,0,0,0,0,0,0,51,1,133,7,0.5,0.25,4585.0,0,0,0,Baixa Conversão
Master,Married,45736.0,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,71,1,437,19,0.4,0.3,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,66476.0,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,56,1,1013,26,0.5185185185185185,0.37037037037037035,4494.0,0,0,1,Alta Conversão
2n Cycle,Married,27733.0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,44,1,57,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,69805.0,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,73,1,1038,27,0.5,0.39285714285714285,4413.766375545852,0,0,1,Alta Conversão
Master,Single,72217.0,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,63,0,1573,22,0.5652173913043478,0.34782608695652173,4319.0,0,0,1,Alta Conversão
